"experiment_name","trial_id","param_name","param_value","timestep","node_id","communication_style","ranking","delta_ranking","reason"
"er_sweep","2","p","0.2","5","4","Assertive","7","0",""
"er_sweep","2","p","0.2","6","4","Assertive","7","0",""
"er_sweep","2","p","0.2","7","4","Assertive","9","2","pineapple's sweetness balances savory flavors, adding a refreshing twist to traditional pizza, and its unique flavor profile creates a harmonious balance that elevates the pizza experience, making it a worthwhile addition to the classic dish"
"er_sweep","2","p","0.2","8","4","Assertive","9","0",""
"er_sweep","2","p","0.2","9","4","Assertive","9","0","pineapple's sweetness balances savory flavors, adding a refreshing twist to traditional pizza, and its unique flavor profile creates a harmonious balance that elevates the pizza experience, making it a worthwhile addition to the classic dish"
"er_sweep","2","p","0.2","10","4","Assertive","10","1",""
"er_sweep","2","p","0.2","11","4","Assertive","8","-2","pineapple's sweetness and juiciness complement the savory flavors of cheese and sauce, creating a harmonious balance that elevates the pizza experience, making it a worthwhile addition to the classic dish, and its unique flavor profile is a refreshing twist that many pizza enthusiasts will appreciate"
"er_sweep","2","p","0.2","12","4","Assertive","10","2",""
"er_sweep","2","p","0.2","13","4","Assertive","9","-1",""
"er_sweep","2","p","0.2","14","4","Assertive","8","-1","the sweetness of pineapple balances out the savory flavors of cheese and sauce, creating a harmonious balance that elevates the pizza experience, making it a worthwhile addition to the classic dish, especially for those who enjoy unique flavor combinations"
"er_sweep","2","p","0.2","15","4","Assertive","8","0",""
"er_sweep","2","p","0.2","0","5","Assertive","2","0",""
"er_sweep","2","p","0.2","1","5","Assertive","2","0",""
"er_sweep","2","p","0.2","2","5","Assertive","2","0",""
"er_sweep","2","p","0.2","3","5","Assertive","2","0",""
"er_sweep","2","p","0.2","4","5","Assertive","2","0",""
"er_sweep","2","p","0.2","5","5","Assertive","2","0",""
"er_sweep","2","p","0.2","6","5","Assertive","2","0","pineapple's sweetness and juiciness complement the savory flavors of cheese and sauce, creating a harmonious balance that elevates the pizza experience"
"er_sweep","2","p","0.2","7","5","Assertive","7","5","pineapple's sweetness balances out the savory flavors, creating a harmonious and refreshing twist on traditional pizza, making it a worthwhile addition to the classic dish"
"er_sweep","2","p","0.2","8","5","Assertive","8","1","pineapple's sweetness and juiciness complement the savory flavors of cheese and sauce, creating a harmonious balance that elevates the pizza experience, but I also understand that it may not be for everyone, and that's okay"
"er_sweep","2","p","0.2","9","5","Assertive","5","-3",""
"er_sweep","2","p","0.2","10","5","Assertive","9","4",""
"er_sweep","2","p","0.2","11","5","Assertive","9","0",""
"er_sweep","2","p","0.2","12","5","Assertive","9","0",""
"er_sweep","2","p","0.2","13","5","Assertive","9","0","pineapple's sweetness and juiciness complement savory flavors, creating a harmonious balance that elevates the pizza experience, making it a worthwhile addition to the classic dish"
"er_sweep","2","p","0.2","14","5","Assertive","8","-1","pineapple's sweetness balances savory flavors, adding a refreshing twist to traditional pizza, making it a worthwhile addition to the classic dish"
"er_sweep","2","p","0.2","15","5","Assertive","8","0",""
"er_sweep","2","p","0.2","0","6","Assertive","4","0",""
"er_sweep","2","p","0.2","1","6","Assertive","7","3",""
"er_sweep","2","p","0.2","2","6","Assertive","6","-1",""
"er_sweep","2","p","0.2","3","6","Assertive","6","0",""
"er_sweep","2","p","0.2","4","6","Assertive","6","0","it's a matter of personal preference and the sweetness of the pineapple balances out the savory flavors, making it a unique twist on the classic combination"
"er_sweep","2","p","0.2","5","6","Assertive","8","2",""
"er_sweep","2","p","0.2","6","6","Assertive","8","0",""
"er_sweep","2","p","0.2","7","6","Assertive","9","1","pineapple's sweetness balances savory flavors, adding a refreshing twist to traditional pizza, and its unique flavor profile creates a harmonious balance that elevates the pizza experience, and many people appreciate its refreshing twist"
"er_sweep","2","p","0.2","8","6","Assertive","8","-1",""
"er_sweep","2","p","0.2","9","6","Assertive","8","0",""
"er_sweep","2","p","0.2","10","6","Assertive","8","0",""
"er_sweep","2","p","0.2","11","6","Assertive","8","0",""
"er_sweep","2","p","0.2","12","6","Assertive","8","0","pineapple's sweetness balances savory flavors, adding a refreshing twist to traditional pizza, making it a worthwhile addition to the classic dish, especially when paired with complementary toppings like prosciutto or arugula"
"er_sweep","2","p","0.2","13","6","Assertive","9","1",""
"er_sweep","2","p","0.2","14","6","Assertive","8","-1","pineapple's sweetness balances savory flavors, adding a refreshing twist to traditional pizza, making it a worthwhile addition to the classic dish, especially for those who enjoy unique flavor combinations"
"er_sweep","2","p","0.2","15","6","Assertive","9","1",""
"er_sweep","2","p","0.2","0","7","Assertive","7","0","pineapple's sweetness and juiciness complement the savory flavors of cheese and sauce, creating a harmonious balance that enhances the overall pizza experience"
"er_sweep","2","p","0.2","1","7","Assertive","8","1","while pineapple can add a unique flavor, its sweetness clashes with savory flavors, making it a matter of personal preference"
"er_sweep","2","p","0.2","2","7","Assertive","6","-2",""
"er_sweep","2","p","0.2","3","7","Assertive","6","0",""
"er_sweep","2","p","0.2","4","7","Assertive","6","0",""
"er_sweep","2","p","0.2","5","7","Assertive","9","3",""
"er_sweep","2","p","0.2","6","7","Assertive","9","0","pineapple's sweetness and juiciness complement the savory flavors of cheese and sauce, creating a harmonious balance that elevates the pizza experience"
"er_sweep","2","p","0.2","7","7","Assertive","7","-2","while some people might not enjoy the combination, it's a unique flavor that adds a refreshing twist to traditional pizza, and many people appreciate its sweetness without being judgmental"
"er_sweep","2","p","0.2","8","7","Assertive","7","0",""
"er_sweep","2","p","0.2","9","7","Assertive","7","0","pineapple's sweetness and juiciness balance out the savory flavors, creating a harmonious and refreshing twist on traditional pizza, making it a worthwhile addition to the classic dish"
"er_sweep","2","p","0.2","10","7","Assertive","8","1",""
"er_sweep","2","p","0.2","11","7","Assertive","8","0",""
"er_sweep","2","p","0.2","12","7","Assertive","7","-1","pineapple's sweetness and juiciness complement the savory flavors of cheese and sauce, creating a harmonious balance that elevates the pizza experience, making it a worthwhile addition to the classic dish"
"er_sweep","2","p","0.2","13","7","Assertive","8","1",""
"er_sweep","2","p","0.2","14","7","Assertive","8","0",""
"er_sweep","2","p","0.2","15","7","Assertive","7","-1",""
"er_sweep","2","p","0.2","0","8","Assertive","10","0","pineapple's sweetness and juiciness complement the savory flavors of cheese and sauce, creating a harmonious balance that's a classic combination in many pizza styles"
"er_sweep","2","p","0.2","1","8","Assertive","9","-1","it's a matter of personal preference and the toppings are a matter of debate, but pineapple brings a unique flavor that complements the cheese and sauce"
"er_sweep","2","p","0.2","2","8","Assertive","7","-2",""
"er_sweep","2","p","0.2","3","8","Assertive","7","0",""
"er_sweep","2","p","0.2","4","8","Assertive","8","1",""
"er_sweep","2","p","0.2","5","8","Assertive","8","0",""
"er_sweep","2","p","0.2","6","8","Assertive","8","0","it's a matter of personal preference, and while some people may enjoy the unique flavor combination, others may find it too unusual or overpowering"
"er_sweep","2","p","0.2","7","8","Assertive","9","1","while some may not appreciate the unconventional combination, it's a matter of personal preference and can be a refreshing twist on traditional pizza, adding a unique flavor profile that elevates the experience"
"er_sweep","2","p","0.2","8","8","Assertive","5","-4",""
"er_sweep","2","p","0.2","9","8","Assertive","5","0","pineapple's sweetness and juiciness balance out the savory flavors, creating a harmonious and refreshing twist on traditional pizza, making it a worthwhile addition to the classic dish"
"er_sweep","2","p","0.2","10","8","Assertive","8","3",""
"er_sweep","2","p","0.2","11","8","Assertive","6","-2","pineapple's sweetness and juiciness add a refreshing twist to traditional pizza, making it a unique and enjoyable combination that works for many people"
"er_sweep","2","p","0.2","12","8","Assertive","6","0",""
"er_sweep","2","p","0.2","13","8","Assertive","2","-4",""
"er_sweep","2","p","0.2","14","8","Assertive","8","6",""
"er_sweep","2","p","0.2","15","8","Assertive","9","1",""
"er_sweep","2","p","0.2","0","9","Assertive","9","0","pineapple's sweetness and juiciness complement the savory flavors of cheese and sauce, creating a harmonious balance that's a classic combination in many pizza styles"
"er_sweep","2","p","0.2","1","9","Assertive","9","0","pineapple's sweetness and juiciness complement the savory flavors of cheese and sauce, creating a harmonious balance that elevates the pizza experience"
"er_sweep","2","p","0.2","2","9","Assertive","8","-1","it's a matter of personal preference, and pineapple can add a unique twist to the savory dish, but its sweetness clashes with the savory flavors of the cheese and sauce, making it a bit too"
"er_sweep","2","p","0.2","3","9","Assertive","8","0",""
"er_sweep","2","p","0.2","4","9","Assertive","8","0",""
"er_sweep","2","p","0.2","5","9","Assertive","8","0",""
"er_sweep","2","p","0.2","6","9","Assertive","8","0","pineapple's sweetness balances out the savory flavors, creating a harmonious and refreshing twist on traditional pizza, making it a worthwhile addition to the classic dish"
"er_sweep","2","p","0.2","7","9","Assertive","8","0","pineapple's sweetness balances out the savory flavors, creating a harmonious and refreshing twist on traditional pizza, making it a worthwhile addition to the classic dish"
"er_sweep","2","p","0.2","8","9","Assertive","8","0","pineapple's sweetness balances savory flavors, adding a refreshing twist to traditional pizza, and its unique flavor profile creates a harmonious balance that elevates the pizza experience, making it a worthwhile addition to the classic dish"
"er_sweep","2","p","0.2","9","9","Assertive","9","1","pineapple's sweetness balances savory flavors, adding a refreshing twist to traditional pizza, and its unique flavor profile elevates the experience, making it a worthwhile addition to the classic dish"
"er_sweep","2","p","0.2","10","9","Assertive","9","0",""
"er_sweep","2","p","0.2","11","9","Assertive","9","0",""
"er_sweep","2","p","0.2","12","9","Assertive","8","-1",""
"er_sweep","2","p","0.2","13","9","Assertive","8","0","pineapple's sweetness and juiciness complement the savory flavors of cheese and sauce, creating a harmonious balance that elevates the pizza experience, making it a worthwhile addition to the classic dish"
"er_sweep","2","p","0.2","14","9","Assertive","8","0",""
"er_sweep","2","p","0.2","15","9","Assertive","9","1",""
"er_sweep","2","p","0.2","0","10","Assertive","3","0",""
"er_sweep","2","p","0.2","1","10","Assertive","7","4",""
"er_sweep","2","p","0.2","2","10","Assertive","8","1","pineapple's sweetness and juiciness complement the savory flavors of cheese and sauce, creating a harmonious balance that elevates the pizza experience, and its unique flavor adds a refreshing twist to the classic combination"
"er_sweep","2","p","0.2","3","10","Assertive","8","0",""
"er_sweep","2","p","0.2","4","10","Assertive","9","1",""
"er_sweep","2","p","0.2","5","10","Assertive","9","0","it's a matter of personal preference, and while some people may enjoy the unique flavor combination, others may find it too unusual or overpowering"
"er_sweep","2","p","0.2","6","10","Assertive","7","-2","pineapple's sweetness and juiciness complement the savory flavors of cheese and sauce, creating a harmonious balance that elevates the pizza experience, and its unique flavor adds a refreshing twist to the classic combination"
"er_sweep","2","p","0.2","7","10","Assertive","7","0",""
"er_sweep","2","p","0.2","8","10","Assertive","7","0","pineapple's sweetness balances savory flavors, adding a refreshing twist to traditional pizza, and its unique flavor profile elevates the experience, making it a worthwhile addition to the classic dish"
"er_sweep","2","p","0.2","9","10","Assertive","9","2",""
"er_sweep","2","p","0.2","10","10","Assertive","9","0","pineapple's sweetness and juiciness complement the savory flavors of cheese and sauce, creating a harmonious balance that elevates the pizza experience, making it a worthwhile addition to the classic dish"
"er_sweep","2","p","0.2","11","10","Assertive","7","-2",""
"er_sweep","2","p","0.2","12","10","Assertive","9","2","pineapple's sweetness and juiciness complement the savory flavors of cheese and sauce, creating a harmonious balance that elevates the pizza experience, making it a worthwhile addition to the classic dish"
"er_sweep","2","p","0.2","13","10","Assertive","8","-1",""
"er_sweep","2","p","0.2","14","10","Assertive","8","0",""
"er_sweep","2","p","0.2","15","10","Assertive","8","0",""
"er_sweep","2","p","0.2","0","11","Assertive","8","0","pineapple's sweetness and juiciness complement the savory flavors of cheese and sauce, creating a harmonious balance that elevates the pizza experience"
"er_sweep","2","p","0.2","1","11","Assertive","9","1","pineapple's sweetness complements the savory flavors of cheese and sauce, creating a harmonious balance that's hard to resist"
"er_sweep","2","p","0.2","2","11","Assertive","9","0","while pineapple can add a unique flavor, it's not a necessary component of a classic pizza, and many people prefer traditional toppings like pepperoni and mushrooms"
"er_sweep","2","p","0.2","3","11","Assertive","5","-4",""
"er_sweep","2","p","0.2","4","11","Assertive","5","0","while it's a matter of personal taste, pineapple adds a unique twist to traditional pizza, and its sweetness complements savory flavors, making it a worthwhile addition to the classic dish"
"er_sweep","2","p","0.2","5","11","Assertive","7","2",""
"er_sweep","2","p","0.2","6","11","Assertive","7","0",""
"er_sweep","2","p","0.2","7","11","Assertive","7","0",""
"er_sweep","2","p","0.2","8","11","Assertive","7","0","pineapple's sweetness and juiciness balance out the savory flavors, creating a harmonious and refreshing twist that elevates the pizza experience, making it a worthwhile addition to the classic dish"
"er_sweep","2","p","0.2","9","11","Assertive","8","1",""
"er_sweep","2","p","0.2","10","11","Assertive","8","0",""
"er_sweep","2","p","0.2","11","11","Assertive","8","0","pineapple's sweetness and juiciness balance out the savory flavors, creating a harmonious and refreshing twist that elevates the pizza experience, making it a worthwhile addition to the classic dish"
"er_sweep","2","p","0.2","12","11","Assertive","8","0","pineapple's sweetness and juiciness complement the savory flavors of cheese and sauce, creating a harmonious balance that elevates the pizza experience, making it a worthwhile addition to the classic dish"
"er_sweep","2","p","0.2","13","11","Assertive","9","1","pineapple's sweetness balances savory flavors, adding a refreshing twist to traditional pizza, making it a worthwhile addition to the classic dish, and its unique flavor combination can cater to a wide range of tastes, making it a versatile and enjoyable option"
"er_sweep","2","p","0.2","14","11","Assertive","9","0",""
"er_sweep","2","p","0.2","15","11","Assertive","7","-2",""
"er_sweep","2","p","0.2","0","12","Aggressive","6","0",""
"er_sweep","2","p","0.2","1","12","Aggressive","6","0",""
"er_sweep","2","p","0.2","2","12","Aggressive","6","0",""
"er_sweep","2","p","0.2","3","12","Aggressive","6","0",""
"er_sweep","2","p","0.2","4","12","Aggressive","6","0","pineapple's sweetness complements savory flavors, adding a refreshing twist to traditional pizza"
"er_sweep","2","p","0.2","5","12","Aggressive","9","3","it's a matter of personal preference, and while some people may enjoy the unique flavor combination, others may find it too unusual or overpowering"
"er_sweep","2","p","0.2","6","12","Aggressive","8","-1",""
"er_sweep","2","p","0.2","7","12","Aggressive","8","0",""
"er_sweep","2","p","0.2","8","12","Aggressive","8","0",""
"er_sweep","2","p","0.2","9","12","Aggressive","8","0",""
"er_sweep","2","p","0.2","10","12","Aggressive","8","0",""
"er_sweep","2","p","0.2","11","12","Aggressive","9","1",""
"er_sweep","2","p","0.2","12","12","Aggressive","9","0",""
"er_sweep","2","p","0.2","13","12","Aggressive","9","0","pineapple's sweetness complements the savory flavors of cheese and meats, adding a refreshing twist to traditional pizza without overpowering the other ingredients, making it a worthwhile addition to the classic dish"
"er_sweep","2","p","0.2","14","12","Aggressive","7","-2",""
"er_sweep","2","p","0.2","15","12","Aggressive","7","0",""
"er_sweep","2","p","0.2","0","13","Aggressive","8","0",""
"er_sweep","2","p","0.2","1","13","Aggressive","8","0",""
"er_sweep","2","p","0.2","2","13","Aggressive","8","0",""
"er_sweep","2","p","0.2","3","13","Aggressive","8","0",""
"er_sweep","2","p","0.2","4","13","Aggressive","8","0",""
"er_sweep","2","p","0.2","5","13","Aggressive","8","0",""
"er_sweep","2","p","0.2","6","13","Aggressive","8","0","it's a matter of personal preference, and while some people may enjoy the unique flavor combination, others may find it too unusual or overpowering"
"er_sweep","2","p","0.2","7","13","Aggressive","8","0",""
"er_sweep","2","p","0.2","8","13","Aggressive","8","0",""
"er_sweep","2","p","0.2","9","13","Aggressive","8","0",""
"er_sweep","2","p","0.2","10","13","Aggressive","8","0","pineapple's sweetness and juiciness complement the savory flavors of cheese and sauce, creating a harmonious balance that elevates the pizza experience, making it a worthwhile addition to traditional pizza"
"er_sweep","2","p","0.2","11","13","Aggressive","10","2",""
"er_sweep","2","p","0.2","12","13","Aggressive","10","0",""
"er_sweep","2","p","0.2","13","13","Aggressive","7","-3",""
"er_sweep","2","p","0.2","14","13","Aggressive","7","0",""
"er_sweep","2","p","0.2","15","13","Aggressive","7","0",""
"er_sweep","2","p","0.2","0","14","Aggressive","4","0",""
"er_sweep","2","p","0.2","1","14","Aggressive","4","0",""
"er_sweep","2","p","0.2","2","14","Aggressive","4","0",""
"er_sweep","2","p","0.2","3","14","Aggressive","4","0","pineapple's sweetness complements savory flavors, adding a refreshing twist to traditional pizza"
"er_sweep","2","p","0.2","4","14","Aggressive","9","5",""
"er_sweep","2","p","0.2","5","14","Aggressive","9","0","pineapple's sweetness balances out the savory flavors, creating a harmonious and refreshing twist on traditional pizza, making it a worthwhile addition to the classic dish"
"er_sweep","2","p","0.2","6","14","Aggressive","8","-1",""
"er_sweep","2","p","0.2","7","14","Aggressive","8","0",""
"er_sweep","2","p","0.2","8","14","Aggressive","8","0",""
"er_sweep","2","p","0.2","9","14","Aggressive","8","0",""
"er_sweep","2","p","0.2","10","14","Aggressive","8","0",""
"er_sweep","2","p","0.2","11","14","Aggressive","9","1",""
"er_sweep","2","p","0.2","12","14","Aggressive","9","0",""
"er_sweep","2","p","0.2","13","14","Aggressive","9","0",""
"er_sweep","2","p","0.2","14","14","Aggressive","8","-1",""
"er_sweep","2","p","0.2","15","14","Aggressive","8","0",""
"er_sweep","2","p","0.2","0","15","Aggressive","1","0",""
"er_sweep","2","p","0.2","1","15","Aggressive","1","0",""
"er_sweep","2","p","0.2","2","15","Aggressive","1","0",""
"er_sweep","2","p","0.2","3","15","Aggressive","1","0",""
"er_sweep","2","p","0.2","4","15","Aggressive","1","0",""
"er_sweep","2","p","0.2","5","15","Aggressive","1","0","pineapple's sweetness balances out the savory flavors, creating a harmonious and refreshing twist on traditional pizza, making it a worthwhile addition to the classic dish"
"er_sweep","2","p","0.2","6","15","Aggressive","8","7",""
"er_sweep","2","p","0.2","7","15","Aggressive","8","0",""
"er_sweep","2","p","0.2","8","15","Aggressive","8","0",""
"er_sweep","2","p","0.2","9","15","Aggressive","8","0",""
"er_sweep","2","p","0.2","10","15","Aggressive","8","0","pineapple's sweetness and juiciness complement the savory flavors of cheese and sauce, creating a harmonious balance that elevates the pizza experience, making it a worthwhile addition to the classic dish"
"er_sweep","2","p","0.2","11","15","Aggressive","8","0",""
"er_sweep","2","p","0.2","12","15","Aggressive","8","0",""
"er_sweep","2","p","0.2","13","15","Aggressive","9","1",""
"er_sweep","2","p","0.2","14","15","Aggressive","9","0",""
"er_sweep","2","p","0.2","15","15","Aggressive","9","0",""
"er_sweep","2","p","0.2","0","16","Aggressive","8","0",""
"er_sweep","2","p","0.2","1","16","Aggressive","8","0",""
"er_sweep","2","p","0.2","2","16","Aggressive","8","0",""
"er_sweep","2","p","0.2","3","16","Aggressive","8","0",""
"er_sweep","2","p","0.2","4","16","Aggressive","8","0",""
"er_sweep","2","p","0.2","5","16","Aggressive","8","0",""
"er_sweep","2","p","0.2","6","16","Aggressive","8","0",""
"er_sweep","2","p","0.2","7","16","Aggressive","8","0","the sweetness and juiciness of pineapple complement the savory flavors of cheese and sauce, creating a harmonious balance that elevates the pizza experience"
"er_sweep","2","p","0.2","8","16","Aggressive","8","0",""
"er_sweep","2","p","0.2","9","16","Aggressive","8","0",""
"er_sweep","2","p","0.2","10","16","Aggressive","8","0","pineapple's sweetness and juiciness complement the savory flavors of cheese and sauce, creating a harmonious balance that elevates the pizza experience, making it a worthwhile addition to the classic dish"
"er_sweep","2","p","0.2","11","16","Aggressive","10","2",""
"er_sweep","2","p","0.2","12","16","Aggressive","10","0",""
"er_sweep","2","p","0.2","13","16","Aggressive","8","-2",""
"er_sweep","2","p","0.2","14","16","Aggressive","8","0",""
"er_sweep","2","p","0.2","15","16","Aggressive","9","1",""
"er_sweep","2","p","0.2","0","17","Aggressive","2","0",""
"er_sweep","2","p","0.2","1","17","Aggressive","2","0",""
"er_sweep","2","p","0.2","2","17","Aggressive","2","0",""
"er_sweep","2","p","0.2","3","17","Aggressive","2","0",""
"er_sweep","2","p","0.2","4","17","Aggressive","2","0",""
"er_sweep","2","p","0.2","5","17","Aggressive","2","0",""
"er_sweep","2","p","0.2","6","17","Aggressive","2","0",""
"er_sweep","2","p","0.2","7","17","Aggressive","9","7","while some may not appreciate the unconventional combination, it's a matter of personal preference and can be a refreshing twist on traditional pizza, adding a unique flavor profile that elevates the experience"
"er_sweep","2","p","0.2","8","17","Aggressive","7","-2",""
"er_sweep","2","p","0.2","9","17","Aggressive","7","0",""
"er_sweep","2","p","0.2","10","17","Aggressive","7","0",""
"er_sweep","2","p","0.2","11","17","Aggressive","8","1",""
"er_sweep","2","p","0.2","12","17","Aggressive","8","0",""
"er_sweep","2","p","0.2","13","17","Aggressive","8","0",""
"er_sweep","2","p","0.2","14","17","Aggressive","8","0",""
"er_sweep","2","p","0.2","15","17","Aggressive","8","0",""
"er_sweep","2","p","0.2","0","18","Aggressive","9","0",""
"er_sweep","2","p","0.2","1","18","Aggressive","9","0",""
"er_sweep","2","p","0.2","2","18","Aggressive","9","0",""
"er_sweep","2","p","0.2","3","18","Aggressive","9","0",""
"er_sweep","2","p","0.2","4","18","Aggressive","9","0",""
"er_sweep","2","p","0.2","5","18","Aggressive","9","0","it's a matter of personal preference, and while some people may enjoy the unique flavor combination, others may find it too unusual or overpowering"
